key,item_name,description,plaintext,from_items,purchasable,gold_base,gold_total,gold_sell,tags,map_11,map_12,map_21,map_22,depth,FlatMovementSpeedMod,FlatHPPoolMod,FlatCritChanceMod,FlatMagicDamageMod,FlatMPPoolMod,FlatArmorMod,FlatSpellBlockMod,FlatPhysicalDamageMod,PercentAttackSpeedMod,PercentLifeStealMod,FlatHPRegenMod,PercentMovementSpeedMod
3046,Phantom Dancer,"<mainText><stats><attention>20</attention> Attack Damage<br><attention>25%</attention> Attack Speed<br><attention>20%</attention> Critical Strike Chance<br><attention>7%</attention> Move Speed</stats><br><li><passive>Spectral Waltz:</passive> Attacks grant <status>Ghosting</status> and <speed>7% Move Speed</speed> for 3 seconds. In addition, Attacking 4 times causes Spectral Waltz to also grant <attackSpeed>30% Attack Speed</attackSpeed> for the same duration.<br><br><rules><status>Ghosted</status> units ignore collision with other units.</rules></mainText><br>",Move faster while attacking enemies and gain a shield when on low health.,1036_3086_1036,True,850,2600,1820,Damage_CriticalStrike_AttackSpeed_NonbootsMovement,True,True,True,False,3.0,,,0.2,,,,,20.0,0.25,,,0.07
3047,Plated Steelcaps,<mainText><stats><attention>20</attention> Armor<br><attention>45</attention> Move Speed</stats><br><li>Reduces incoming damage from Attacks by 12%.</mainText><br>,Enhances Movement Speed and reduces incoming basic attack damage,1001_1029,True,500,1100,770,Armor_Boots,True,True,True,False,2.0,45.0,,,,,20.0,,,,,,
3050,Zeke's Convergence,"<mainText><stats><attention>250</attention> Health<br><attention>25</attention> Armor<br><attention>250</attention> Mana<br><attention>20</attention> Ability Haste</stats><br><br><active>Active -</active> <active>Conduit:</active> Designate an <attention>Accomplice</attention> (60s cooldown).<br><li><passive>Convergence:</passive> For 8 seconds after you <status>Immobilize</status> an enemy, your <attention>Accomplice's</attention> Attacks and Ability hits apply an additional <magicDamage>(30 - 70 (based on level) magic damage</magicDamage> to that enemy.<br><br><rules>Champions can only be linked by one Zeke's Convergence at a time.</rules></mainText><br>",Grants you and your ally bonuses when you cast your ultimate.,3067_3024,True,700,2400,1680,Health_Armor_Mana_Active_CooldownReduction_OnHit_AbilityHaste,True,True,True,False,3.0,,250.0,,,250.0,25.0,,,,,,
3051,Hearthbound Axe,<mainText><stats><attention>15</attention> Attack Damage<br><attention>15%</attention> Attack Speed</stats><br><li><passive>Nimble:</passive> Attacking a unit grants <speed>(20 | 10 for Ranged champions) Move Speed</speed> for 2 seconds.</mainText><br>,,1042_1036,True,450,1100,770,Damage_AttackSpeed_NonbootsMovement,True,True,True,False,2.0,,,,,,,,15.0,0.15,,,
3053,Sterak's Gage,"<mainText><stats><attention>50</attention> Attack Damage<br><attention>400</attention> Health</stats><br><li><passive>Bloodlust:</passive> Dealing damage to or taking damage from a champion grants a stack, restoring <healing>(2% max Health | 1.2% max Health for Ranged champions)</healing> over 6 seconds. Stacks beyond the first heal for 50% less.<li><passive>Lifeline:</passive> Upon taking damage that would reduce your Health below 30%, gain a <shield>100 Shield (increased by (8% max Health | 4.8% max Health for Ranged champions) per stack of <passive>Bloodlust</passive>)</shield> for 4 seconds (60s cooldown).<br><br><rules><attention>Bloodlust</attention> stacks up to 5 times; 1 per champion. Healing and bonus shielding reduced to 60% for Ranged users.</rules></mainText><br>",Shields against large bursts of damage,1037_3044_1028,True,725,3100,2170,Health_Damage,True,True,True,False,3.0,,400.0,,,,,,50.0,,,,
3057,Sheen,"<mainText><stats></stats><br><li><passive>Spellblade:</passive> After using an Ability, your next Attack is enhanced with an additional <physicalDamage>(100% base Attack Damage) physical damage</physicalDamage> <OnHit>On-Hit</OnHit> (1.5s cooldown). </mainText><br>",Grants a bonus to next attack after spell cast,,True,700,700,490,OnHit,True,True,True,False,,,,,,,,,,,,,
3065,Spirit Visage,<mainText><stats><attention>450</attention> Health<br><attention>40</attention> Magic Resist<br><attention>10</attention> Ability Haste<br><attention>100%</attention> Base Health Regen</stats><br><li><passive>Boundless Vitality:</passive> Increases all Healing and Shielding effectiveness on you by 25%.</mainText><br>,Increases Health and healing effects,3211_3067,True,850,2900,2030,Health_SpellBlock_HealthRegen_CooldownReduction_AbilityHaste,True,True,True,False,3.0,,450.0,,,,,40.0,,,,,
3066,Winged Moonplate,<mainText><stats><attention>150</attention> Health</stats><br><li><passive>Flight:</passive> Grants <speed>5% Move Speed</speed>.</mainText><br>,,1028,True,400,800,560,Health_NonbootsMovement,True,True,True,False,2.0,,150.0,,,,,,,,,,
3067,Kindlegem,<mainText><stats><attention>200</attention> Health<br><attention>10</attention> Ability Haste</stats></mainText><br>,Increases Health and Cooldown Reduction,1028,True,400,800,560,Health_CooldownReduction_AbilityHaste,True,True,True,False,2.0,,200.0,,,,,,,,,,
3068,Sunfire Aegis,"<mainText><stats><attention>350</attention> Health<br><attention>35</attention> Armor<br><attention>35</attention> Magic Resist<br><attention>20</attention> Ability Haste</stats><br><li><passive>Immolate:</passive> Taking or dealing damage causes you to begin dealing <magicDamage>(12 - 30 (based on level) + 1% bonus Health) magic damage</magicDamage> per second to nearby enemies (increased by 25% against minions and 150% against monsters) for 3 seconds. Damaging Champions or Epic Monsters with this effect adds a stack, increasing subsequent <passive>Immolate</passive> damage by 12% for 5 seconds (max stacks 6).<li><passive>Flametouch:</passive> At maximum <passive>Immolate</passive> stacks, your Attacks burn nearby enemies for your <passive>Immolate</passive> damage per second for 3 seconds.<br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items <attention>5%</attention> Tenacity and Slow Resist and <attention>50</attention> Health.</mainText><br>",High armor. Constantly deals damage to nearby enemies. Immobilize enemies to release a wave of damaging flame,6660_3105,True,700,3200,2240,Health_SpellBlock_Armor_Aura_CooldownReduction_AbilityHaste,True,True,True,False,3.0,,350.0,,,,35.0,35.0,,,,,
3070,Tear of the Goddess,"<mainText><stats><attention>240</attention> Mana</stats><br><li><passive>Focus:</passive> Attacks deal an additional <physicalDamage>5 physical damage</physicalDamage> to Minions.<li><passive>Mana Charge:</passive> Strike a target with an Ability to consume a charge and gain <scaleMana>3 bonus Mana</scaleMana>, doubled if the target is a champion. Grants a maximum of 360 Mana.<br><br><rules>Gain a new <passive>Mana Charge</passive> every 8 seconds (max 4).</rules></mainText><br>",Increases maximum Mana as Mana is spent,,True,400,400,280,Mana_ManaRegen,True,True,True,False,,,,,,240.0,,,,,,,
3071,Black Cleaver,<mainText><stats><attention>40</attention> Attack Damage<br><attention>450</attention> Health<br><attention>25</attention> Ability Haste</stats><br><li><passive>Carve:</passive> Dealing physical damage to a champion applies a stack of <scaleArmor>5% Armor reduction</scaleArmor> for 6 seconds (max <scaleArmor>30% Armor reduction</scaleArmor>).<li><passive>Rage:</passive> Dealing physical damage to a champion grants 3 Move Speed per stack of <unique>Carve</unique> on them for 2 seconds.</mainText><br>,Dealing physical damage to enemy champions reduces their Armor,3133_3067_1036,True,850,3100,2170,Health_Damage_CooldownReduction_OnHit_NonbootsMovement_ArmorPenetration_AbilityHaste,True,True,True,False,3.0,,450.0,,,,,,40.0,,,,
3072,Bloodthirster,<mainText><stats><attention>55</attention> Attack Damage<br><attention>20%</attention> Critical Strike Chance<br><attention>20%</attention> Life Steal</stats><br><li><passive>Ichorshield:</passive> Life Steal from Attacks can now overheal you. Excess Health is stored as a <shield>50 - 350 (based on level) Shield</shield> that decays slowly if you haven't dealt or taken damage in the last 25 seconds.</mainText><br>,"Grants Attack Damage, Life Steal and Life Steal now overheals",1038_1018_1053,True,600,3400,2380,Damage_CriticalStrike_LifeSteal,True,True,True,False,3.0,,,0.2,,,,,55.0,,0.2,,
3074,Ravenous Hydra,"<mainText><stats><attention>65</attention> Attack Damage<br><attention>20</attention> Ability Haste<br><attention>10%</attention> Omnivamp</stats><br><li><passive>Cleave:</passive> Attacks and Abilities deal up to <physicalDamage>(60% Attack Damage) physical damage</physicalDamage> to other enemies near target hit.<br><br><rules>Deals a minimum of (12% Attack Damage) damage to units at the end of its range, can only hit each target once per Attack or Ability, and doesn't trigger off of periodic damage.<br>Cleave does not trigger on structures. </rules><br></mainText><br>","Melee attacks hit nearby enemies, dealing damage and restoring Health",3077_1053_3133,True,100,3300,2310,Damage_LifeSteal_CooldownReduction_SpellVamp_AbilityHaste,True,True,True,False,3.0,,,,,,,,65.0,,,,
3075,Thornmail,"<mainText><stats><attention>350</attention> Health<br><attention>60</attention> Armor</stats><br><li><passive>Thorns:</passive> When struck by an Attack, deal <magicDamage>(10 + 10% bonus Armor) magic damage</magicDamage> to the attacker and apply 40% <status>Grievous Wounds</status> for 3 seconds if they are a champion. Immobilizing enemy champions also applies 60% <status>Grievous Wounds</status> for 3 seconds.<br><br><rules><status>Grievous Wounds</status> reduces the effectiveness of Healing and Regeneration effects.</rules></mainText><br>",,3076_1011,True,1000,2700,1890,Health_Armor,True,True,True,False,3.0,,350.0,,,,60.0,,,,,,
3076,Bramble Vest,"<mainText><stats><attention>30</attention> Armor</stats><br><li><passive>Thorns:</passive> When struck by an Attack, deal <magicDamage>3 magic damage</magicDamage> to the attacker and apply <status>40% Grievous Wounds</status> for 3 seconds if they are a champion.<br><br><rules><status>Grievous Wounds</status> reduces the effectiveness of Healing and Regeneration effects.</rules></mainText><br>",,1029_1029,True,200,800,560,Armor,True,True,True,False,2.0,,,,,,30.0,,,,,,
3077,Tiamat,<mainText><stats><attention>25</attention> Attack Damage</stats><br><li><passive>Cleave:</passive> Attacks deal up to <physicalDamage>(60% Attack Damage) physical damage</physicalDamage> to other nearby enemies. <br><br><rules>Minimum of (12% Attack Damage) damage to enemies furthest away.<br>Cleave does not trigger on structures. </rules></mainText><br>,Melee attacks hit nearby enemies,1037,True,325,1200,840,Damage,True,True,True,False,2.0,,,,,,,,25.0,,,,
3078,Trinity Force,"<mainText><stats><attention>35</attention> Attack Damage<br><attention>30%</attention> Attack Speed<br><attention>200</attention> Health<br><attention>20</attention> Ability Haste</stats><br><li><passive>Threefold Strike:</passive> Attacks grant <speed>20 Move Speed</speed> for 3 seconds. If the target is a champion, increase your <scaleAD>base Attack Damage by 6%</scaleAD> for 3 seconds, stacking up to 5 times (Max increase <scaleAD>30% AD</scaleAD>).<li><passive>Spellblade:</passive> After using an Ability, your next Attack is enhanced with an additional <physicalDamage>(200% base Attack Damage) physical damage</physicalDamage> <OnHit>On-Hit</OnHit> (1.5s cooldown). <br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items <attention>3</attention> Attack Damage,  <attention>3</attention> Ability Haste, and <attention> 3</attention> Move Speed</mainText><br>",Tons of Damage,3057_3051_3067,True,733,3333,2333,Health_Damage_AttackSpeed_CooldownReduction_OnHit_NonbootsMovement_AbilityHaste,True,True,True,False,3.0,,200.0,,,,,,35.0,0.3,,,
3082,Warden's Mail,"<mainText><stats><attention>40</attention> Armor</stats><br><li><passive>Rock Solid:</passive> Reduce incoming damage from Attacks by up to 5 + (0.35% max Health), capped at 40% of the attack's damage.</mainText><br>",,1029_1029,True,400,1000,700,Armor,True,True,True,False,2.0,,,,,,40.0,,,,,,
3083,Warmog's Armor,"<mainText><stats><attention>800</attention> Health<br><attention>10</attention> Ability Haste<br><attention>200%</attention> Base Health Regen</stats><br><li><passive>Warmog's Heart:</passive> If you have at least 1100 bonus Health, restore <healing>5% max Health</healing> per second if damage hasn't been taken within 6 seconds (3 seconds for non-Champions).</mainText><br>",Grants massive Health and Health Regen,1011_3067_3801,True,650,3000,2100,Health_HealthRegen_CooldownReduction_AbilityHaste,True,True,True,False,3.0,,800.0,,,,,,,,,,
3085,Runaan's Hurricane,"<mainText><stats><attention>45%</attention> Attack Speed<br><attention>20%</attention> Critical Strike Chance<br><attention>7%</attention> Move Speed</stats><br><li><passive>Wind's Fury:</passive> When Attacking, bolts are fired at up to 2 enemies near the target, each dealing <physicalDamage>(40% Attack Damage) physical damage</physicalDamage>. Bolts apply On-Hit effects and can Critically Strike.<br><br><rules>Item is for Ranged champions only.</rules></mainText><br>",Ranged attacks fire two bolts at nearby enemies,1042_3086_1042,True,950,2600,1820,CriticalStrike_AttackSpeed_OnHit_NonbootsMovement,True,True,True,False,3.0,,,0.2,,,,,,0.45,,,0.07
3086,Zeal,<mainText><stats><attention>18%</attention> Attack Speed<br><attention>15%</attention> Critical Strike Chance</stats><br><li><passive>Zealous:</passive> Gain <speed>7% Move Speed</speed>.</mainText><br>,"Slight bonuses to Critical Strike Chance, Movement Speed and Attack Speed",1018_1042,True,150,1050,735,AttackSpeed_CriticalStrike_NonbootsMovement,True,True,True,False,2.0,,,0.15,,,,,,0.18,,,
3089,Rabadon's Deathcap,<mainText><stats><attention>120</attention> Ability Power</stats><br><li><passive>Magical Opus:</passive> Increases your total <scaleAP>Ability Power by 35%</scaleAP>.</mainText><br>,Massively increases Ability Power,1058_1058,True,1100,3600,2520,SpellDamage,True,True,True,False,2.0,,,,120.0,,,,,,,,
3091,Wit's End,<mainText><stats><attention>40</attention> Attack Damage<br><attention>40%</attention> Attack Speed<br><attention>40</attention> Magic Resist</stats><br><li><passive>Fray:</passive> Attacks apply <magicDamage>15 - 80 (based on level) magic damage</magicDamage> <OnHit>On-Hit</OnHit> and grant <speed>20 Move Speed</speed> for 2 seconds.</mainText><br>,Resist magic damage and claw your way back to life.,3051_1033_1037,True,675,3100,2170,SpellBlock_Damage_AttackSpeed_OnHit_NonbootsMovement,True,True,True,False,3.0,,,,,,,40.0,40.0,0.4,,,
3094,Rapid Firecannon,"<mainText><stats><attention>35%</attention> Attack Speed<br><attention>20%</attention> Critical Strike Chance<br><attention>7%</attention> Move Speed</stats><br><li><passive>Energized:</passive> Moving and Attacking will generate an Energized Attack.<li><passive>Sharpshooter:</passive> Your Energized Attack applies <magicDamage>120 bonus magic damage</magicDamage>. In addition, Energized attacks gain up to 35% bonus Attack Range.<br><br><rules>Attack Range cannot increase more than 150 units.</rules></mainText><br>",Movement builds charges that release a sieging fire attack on release,3086_2015,True,750,2500,1750,CriticalStrike_AttackSpeed_NonbootsMovement,True,True,True,False,3.0,,,0.2,,,,,,0.35,,,0.07
3095,Stormrazor,"<mainText><stats><attention>40</attention> Attack Damage<br><attention>15%</attention> Attack Speed<br><attention>20%</attention> Critical Strike Chance</stats><br><li><passive>Energized:</passive> Moving and Attacking will generate an Energized Attack.<li><passive>Paralyze:</passive> Your Energized Attack gains <magicDamage>120 bonus magic damage</magicDamage>. In addition, Energized Attacks slow enemies by 75% for 0.5 seconds.<br></mainText><br>",Tremendously empower other Energized effects.,1038_1018_2015,True,100,2700,1890,Damage_CriticalStrike_AttackSpeed_Slow,True,True,True,False,3.0,,,0.2,,,,,40.0,0.15,,,
3100,Lich Bane,"<mainText><stats><attention>75</attention> Ability Power<br><attention>8%</attention> Move Speed</stats><br><li><passive>Spellblade:</passive> After using an Ability, your next Attack is enhanced with an additional <magicDamage>(150% base Attack Damage + 40% Ability Power) magic damage</magicDamage> <OnHit>On-Hit</OnHit> (2.5s cooldown).</mainText><br>",Grants a bonus to next attack after spell cast,3057_3113_1026,True,600,3000,2100,SpellDamage_OnHit_NonbootsMovement,True,True,True,False,3.0,,,,75.0,,,,,,,,0.08
3102,Banshee's Veil,<mainText><stats><attention>80</attention> Ability Power<br><attention>45</attention> Magic Resist<br><attention>10</attention> Ability Haste</stats><br><li><passive>Annul:</passive> Grants a Spell Shield that blocks the next enemy Ability (40s cooldown).<br><br><rules>Item cooldown is restarted if you take damage from champions before it is completed.</rules></mainText><br>,Periodically blocks enemy abilities,3108_4632,True,700,2600,1820,SpellBlock_SpellDamage_CooldownReduction_AbilityHaste,True,True,True,False,3.0,,,,80.0,,,45.0,,,,,
3105,Aegis of the Legion,<mainText><stats><attention>30</attention> Armor<br><attention>30</attention> Magic Resist<br><attention>10</attention> Ability Haste</stats></mainText><br>,Grants Armor and Magic Resistance,1033_1029,True,650,1400,980,SpellBlock_Armor_CooldownReduction_AbilityHaste,True,True,True,False,2.0,,,,,,30.0,30.0,,,,,
3107,Redemption,"<mainText><stats><attention>20%</attention> Heal and Shield Power<br><attention>200</attention> Health<br><attention>15</attention> Ability Haste<br><attention>100%</attention> Base Mana Regen</stats><br><br><active>Active -</active> <active>Intervention:</active> Target an area within 5500 range. After 2.5 seconds, call down a beam of light to Restore <healing>200 - 400 (scales with ally level) Health</healing> to allies and burn enemy champions for <trueDamage>10% max Health true damage</trueDamage> (90s cooldown).<br><br><rules>Item can be activated whilst dead. Damage and healing reduced by 50% if the target has recently been affected by another <active>Intervention</active>. Strength of level-scaling effects are based on the ally's level.</rules></mainText><br>",Activate to heal allies and damage enemies in an area,3067_3114,True,700,2300,1610,Health_ManaRegen_CooldownReduction_AbilityHaste,True,True,True,False,3.0,,200.0,,,,,,,,,,
3108,Fiendish Codex,<mainText><stats><attention>35</attention> Ability Power<br><attention>10</attention> Ability Haste</stats></mainText><br>,Increases Ability Power and Cooldown Reduction,1052,True,465,900,630,SpellDamage_CooldownReduction_AbilityHaste,True,True,True,False,2.0,,,,35.0,,,,,,,,
3109,Knight's Vow,"<mainText><stats><attention>400</attention> Health<br><attention>10</attention> Ability Haste<br><attention>150%</attention> Base Health Regen</stats><br><br><active>Active -</active> <active>Pledge:</active> Designate an ally who is <attention>Worthy</attention> (60s cooldown).<br><li><passive>Sacrifice:</passive> While your <attention>Worthy</attention> ally is nearby, redirect 10% of damage they take to you and heal for 8% of the damage dealt by your <attention>Worthy</attention> ally to Champions. If they have less than 30% Health the damage reduction is increased to <attention>20%</attention>.<br><br><rules>Champions can only be linked by one Knight's Vow at a time. Damage redirection stops if you have less than 30% Health</rules></mainText><br>",Partner with an ally to protect each other,3801_3067_1006,True,700,2300,1610,Health_Armor_Aura_Active_CooldownReduction_NonbootsMovement_AbilityHaste,True,True,True,False,3.0,,400.0,,,,,,,,,,
3110,Frozen Heart,"<mainText><stats><attention>80</attention> Armor<br><attention>400</attention> Mana<br><attention>20</attention> Ability Haste</stats><br><li><passive>Winter's Caress:</passive> Reduces the <attackSpeed>Attack Speed</attackSpeed> of nearby enemies by 20%.<li><passive>Rock Solid:</passive> Reduce incoming damage from Attacks by up to 7 + (3.5 per 1000 max Health), capped at 40% of the Attack's damage.</mainText><br>",Massively increases Armor and slows enemy basic attacks,3082_3024,True,600,2500,1750,Armor_Mana_Aura_CooldownReduction_AbilityHaste,True,True,True,False,3.0,,,,,400.0,80.0,,,,,,
3111,Mercury's Treads,"<mainText><stats><attention>25</attention> Magic Resist<br><attention>45</attention> Move Speed<br><attention>30%</attention> Tenacity</stats><br><br><rules>Tenacity reduces the duration of <status>Stun</status>, <status>Slow</status>, <status>Taunt</status>, <status>Fear</status>, <status>Silence</status>, <status>Blind</status>, <status>Polymorph</status> and <status>Immobilizing</status> effects. It has no effect on <status>Airborne</status> or <status>Suppression</status>.</rules></mainText><br>",Increases Movement Speed and reduces duration of disabling effects,1001_1033,True,350,1100,770,Boots_SpellBlock_Tenacity,True,True,True,False,2.0,45.0,,,,,,25.0,,,,,
3112,Guardian's Orb,"<mainText><stats><attention>40</attention> Ability Power<br><attention>150</attention> Health</stats><br><li><passive>Recovery:</passive> Restores <scaleMana>10 Mana</scaleMana> every 5 seconds. If you can't gain mana, restores <healing>15 Health</healing> instead.<li><passive>Legendary:</passive> This item counts as a <rarityLegendary>Legendary</rarityLegendary> item.</mainText><br>",Good starting item for mages,,True,950,950,665,Health_SpellDamage_ManaRegen_Lane,False,True,False,False,,,150.0,,40.0,,,,,,,,
3113,Aether Wisp,<mainText><stats><attention>30</attention> Ability Power</stats><br><li><passive>Glide:</passive> Gain <speed>5% Move Speed</speed>.</mainText><br>,Increases Ability Power and Movement Speed,1052,True,415,850,595,NonbootsMovement_SpellDamage,True,True,True,False,2.0,,,,30.0,,,,,,,,
3114,Forbidden Idol,<mainText><stats><attention>50%</attention> Base Mana Regen<br><attention>10%</attention> Heal and Shield Power</stats></mainText><br>,"Increases Heal and Shield Power, Mana Regeneration, and Cooldown Reduction",1004,True,550,800,560,ManaRegen,True,True,True,False,2.0,,,,,,,,,,,,
3115,Nashor's Tooth,<mainText><stats><attention>100</attention> Ability Power<br><attention>50%</attention> Attack Speed</stats><br><li><passive>Icathian Bite:</passive> Attacks apply <magicDamage>(15 + 20% Ability Power) magic damage</magicDamage> <OnHit>On-Hit</OnHit>.</mainText><br>,"Increases Attack Speed, Ability Power, and Cooldown Reduction",1043_1026_1052,True,715,3000,2100,AttackSpeed_SpellDamage_OnHit,True,True,True,False,3.0,,,,100.0,,,,,0.5,,,
3116,Rylai's Crystal Scepter,<mainText><stats><attention>90</attention> Ability Power<br><attention>350</attention> Health</stats><br><li><passive>Rimefrost:</passive> Damaging Abilities <status>Slow</status> enemies by 30% for 1 second.</mainText><br>,Abilities slow enemies,1026_1011_1052,True,815,3000,2100,Health_SpellDamage_Slow,True,True,True,False,3.0,,350.0,,90.0,,,,,,,,
3117,Mobility Boots,"<mainText><stats></stats><attention>25</attention> Move Speed <li>When out of combat for at least 5 seconds, increase this item's effect to <attention>115</attention>.</mainText><br>",Greatly enhances Movement Speed when out of combat,1001,True,700,1000,700,Boots,True,True,True,False,2.0,115.0,,,,,,,,,,,
3119,Winter's Approach,"<mainText><stats><attention>400</attention> Health<br><attention>500</attention> Mana<br><attention>15</attention> Ability Haste</stats><br><li><passive>Awe:</passive> Gain bonus <scaleHealth>Health equal to 8% Total Mana</scaleHealth>.<li><passive>Mana Charge:</passive> Strike a target with an Ability or Attack to consume a charge and gain <scaleMana>3 bonus Mana</scaleMana>, doubled if the target is a champion. Grants a maximum of 360 Mana at which point this item transforms into <rarityLegendary>Fimbulwinter</rarityLegendary>.<br><br><rules>Gain a new <passive>Mana Charge</passive> every 8 seconds (max 4).</rules></mainText><br>",,3070_3067_1028,True,1000,2600,1820,Health_Mana_AbilityHaste,True,True,True,False,3.0,,400.0,,,500.0,,,,,,,
3121,Fimbulwinter,"<mainText><stats><attention>400</attention> Health<br><attention>860</attention> Mana<br><attention>15</attention> Ability Haste</stats><li><passive>Awe:</passive> Gain bonus <scaleHealth>Health equal to 8% Total Mana</scaleHealth>.<li><passive>Everlasting:</passive> <status>Immobilizing</status> or <status>Slowing</status> (Melee only) an enemy champion consumes <scaleMana>3% current Mana</scaleMana> and grants a Shield for 3 seconds, absorbing <scaleMana>100-200 + 5% current Mana</scaleMana> damage (8s ). The Shield is increased by <attention>80%</attention> if more than one enemy is nearby.<br><br><rules>This effect only activates while you have greater than 20% Mana.</rules></mainText><br>",,,False,2600,2600,1820,Health_Mana_AbilityHaste,True,True,True,False,,,400.0,,,860.0,,,,,,,
3123,Executioner's Calling,<mainText><stats><attention>15</attention> Attack Damage</stats><br><li><passive>Rend:</passive> Dealing physical damage applies <status>40% Grievous Wounds</status> to champions for 3 seconds. <br><br><rules><status>Grievous Wounds</status> reduces the effectiveness of Healing and Regeneration effects.</rules></mainText><br>,Overcomes enemies with high health gain,1036,True,450,800,560,Damage,True,True,True,False,2.0,,,,,,,,15.0,,,,
3124,Guinsoo's Rageblade,<mainText><stats><attention>45%</attention> Attack Speed<br><attention>20%</attention> Critical Strike Chance</stats><br><li><passive>Wrath:</passive> Your Critical Strike Chance is converted into <OnHit>On-Hit</OnHit> damage. Gain <physicalDamage>40</physicalDamage> <OnHit>On-Hit</OnHit> for each 20% Critical Strike Chance converted.<li><passive>Seething Strike:</passive> Every third Attack applies your On-Hit effects twice.<br><br><rules><passive>Wrath</passive> cannot benefit from more than 100% Critical Strike Chance. <passive>Wrath's</passive> On-Hit damage conversion is affected by Critical Strike damage modifiers. </rules></mainText><br>,,6677_1018_1042,True,900,2600,1820,CriticalStrike_AttackSpeed_OnHit,True,True,True,False,3.0,,,0.2,,,,,,0.45,,,
3133,Caulfield's Warhammer,<mainText><stats><attention>25</attention> Attack Damage<br><attention>10</attention> Ability Haste</stats></mainText><br>,Attack Damage and Cooldown Reduction,1036_1036,True,400,1100,770,Damage_CooldownReduction_AbilityHaste,True,True,True,False,2.0,,,,,,,,25.0,,,,
3134,Serrated Dirk,<mainText><stats><attention>30</attention> Attack Damage</stats><br><li><passive>Gouge:</passive> Gain <scaleLethality>10 Lethality</scaleLethality>.</mainText><br>,Increases Attack Damage and Lethality,1036_1036,True,400,1100,770,Damage_ArmorPenetration,True,True,True,False,2.0,,,,,,,,30.0,,,,
3135,Void Staff,<mainText><stats><attention>65</attention> Ability Power<br><attention>45%</attention> Magic Penetration</stats></mainText><br>,Increases magic damage,4630_1026,True,700,2800,1960,MagicPenetration_SpellDamage,True,True,True,False,3.0,,,,65.0,,,,,,,,
3139,Mercurial Scimitar,<mainText><stats><attention>40</attention> Attack Damage<br><attention>20%</attention> Critical Strike Chance<br><attention>30</attention> Magic Resist</stats><br><br><active>Active -</active> <active>Quicksilver:</active> Remove all crowd control debuffs (excluding <status>Airborne</status>) and also gain <speed>50% Move Speed</speed> for 1 second (90s cooldown).</mainText><br>,Activate to remove all crowd control debuffs and grant massive Movement Speed,3140_1018_1037,True,225,3000,2100,SpellBlock_Damage_CriticalStrike_Active_NonbootsMovement_Tenacity,True,True,True,False,3.0,,,0.2,,,,30.0,40.0,,,,
3140,Quicksilver Sash,<mainText><stats><attention>30</attention> Magic Resist</stats><br><br><active>Active -</active> <active>Quicksilver:</active> Removes all crowd control debuffs (excluding <status>Airborne</status>) (90s cooldown).<br></mainText><br>,Activate to remove all crowd control debuffs,1033,True,850,1300,910,Active_SpellBlock,True,True,True,False,2.0,,,,,,,30.0,,,,,
3142,Youmuu's Ghostblade,<mainText><stats><attention>55</attention> Attack Damage<br><attention>18</attention> Lethality<br><attention>15</attention> Ability Haste</stats><br><br><active>Active -</active> <active>Wraith Step:</active> Gain <speed>20% Move Speed</speed> and <status>Ghosting</status> for 6 seconds (45s cooldown).<br><li><passive>Haunt:</passive> Gain <speed>40 Move Speed</speed> out of combat.<br><br><rules><status>Ghosted</status> units ignore collision with other units.</rules></mainText><br>,Activate to greatly increase Movement Speed,3134_3133,True,800,3000,2100,Damage_Active_NonbootsMovement_ArmorPenetration,True,True,True,False,3.0,,,,,,,,55.0,,,,
3143,Randuin's Omen,"<mainText><stats><attention>250</attention> Health<br><attention>80</attention> Armor<br><attention>10</attention> Ability Haste</stats><br><br><active>Active -</active> <active>Humility:</active> Briefly <status>Slow</status> nearby enemies and reduce their <scaleAD>Attack Damage</scaleAD> by 10% and Critical Strike Damage by 20% for 4 seconds (60s cooldown).<br><li><passive>Rock Solid:</passive> Reduce incoming damage from Attacks by up to 5 + (0.35% max Health), capped at 40% of the attack's damage.</mainText><br>","Greatly increases defenses, activate to slow nearby enemies",3082_1029_3067,True,600,2700,1890,Health_Armor_Active_CooldownReduction_Slow_AbilityHaste,True,True,True,False,3.0,,250.0,,,,80.0,,,,,,
3145,Hextech Alternator,<mainText><stats><attention>25</attention> Ability Power<br><attention>150</attention> Health</stats><br><li><passive>Revved:</passive> Damaging a champion deals an additional <magicDamage>50 - 125 (based on level) magic damage</magicDamage> (40s cooldown).</mainText><br>,Increases Ability Power. Deal bonus magic damage on attack periodically.,1052_1028,True,215,1050,735,Health_SpellDamage,True,True,True,False,2.0,,150.0,,25.0,,,,,,,,
